trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
803113,18:15:00,18:15:00,802,3,Downtown,,,,,2.016,1
803113,18:30:00,18:30:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803114,18:30:00,18:30:00,800,1,,,,,,0,1
803114,18:35:00,18:35:00,801,2,,,,,,0.388,1
803114,18:45:00,18:45:00,802,3,Downtown,,,,,2.016,1
803114,19:00:00,19:00:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803115,19:00:00,19:00:00,800,1,,,,,,0,1
803115,19:05:00,19:05:00,801,2,,,,,,0.388,1
803115,19:15:00,19:15:00,802,3,Downtown,,,,,2.016,1
803115,19:30:00,19:30:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803116,19:30:00,19:30:00,800,1,,,,,,0,1
803116,19:35:00,19:35:00,801,2,,,,,,0.388,1
803116,19:45:00,19:45:00,802,3,Downtown,,,,,2.016,1
803116,20:00:00,20:00:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803202,12:15:00,12:15:00,800,1,,,,,,0,1
803202,12:20:00,12:20:00,801,2,,,,,,0.388,1
803202,12:30:00,12:30:00,802,3,Downtown,,,,,2.016,1
803202,12:45:00,12:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803203,12:45:00,12:45:00,800,1,,,,,,0,1
803203,12:50:00,12:50:00,801,2,,,,,,0.388,1
803203,13:00:00,13:00:00,802,3,Downtown,,,,,2.016,1
803203,13:15:00,13:15:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803204,13:15:00,13:15:00,800,1,,,,,,0,1
803204,13:20:00,13:20:00,801,2,,,,,,0.388,1
803204,13:30:00,13:30:00,802,3,Downtown,,,,,2.016,1
803204,13:45:00,13:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803205,13:45:00,13:45:00,800,1,,,,,,0,1
803205,13:50:00,13:50:00,801,2,,,,,,0.388,1
803205,14:00:00,14:00:00,802,3,Downtown,,,,,2.016,1
803205,14:15:00,14:15:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803206,14:15:00,14:15:00,800,1,,,,,,0,1
803206,14:20:00,14:20:00,801,2,,,,,,0.388,1
803206,14:30:00,14:30:00,802,3,Downtown,,,,,2.016,1
803206,14:45:00,14:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803207,14:45:00,14:45:00,800,1,,,,,,0,1
803207,14:50:00,14:50:00,801,2,,,,,,0.388,1
803207,15:00:00,15:00:00,802,3,Downtown,,,,,2.016,1
803207,15:15:00,15:15:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803208,15:15:00,15:15:00,800,1,,,,,,0,1
803208,15:20:00,15:20:00,801,2,,,,,,0.388,1
803208,15:30:00,15:30:00,802,3,Downtown,,,,,2.016,1
803208,15:45:00,15:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803209,15:45:00,15:45:00,800,1,,,,,,0,1
803209,15:50:00,15:50:00,801,2,,,,,,0.388,1
803209,16:00:00,16:00:00,802,3,Downtown,,,,,2.016,1
803209,16:15:00,16:15:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803210,16:15:00,16:15:00,800,1,,,,,,0,1
803210,16:20:00,16:20:00,801,2,,,,,,0.388,1
803210,16:30:00,16:30:00,802,3,Downtown,,,,,2.016,1
803210,16:45:00,16:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803211,16:45:00,16:45:00,800,1,,,,,,0,1
803211,16:50:00,16:50:00,801,2,,,,,,0.388,1
803211,17:00:00,17:00:00,802,3,Downtown,,,,,2.016,1
803211,17:15:00,17:15:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803212,17:15:00,17:15:00,800,1,,,,,,0,1
803212,17:20:00,17:20:00,801,2,,,,,,0.388,1
803212,17:30:00,17:30:00,802,3,Downtown,,,,,2.016,1
803212,17:45:00,17:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803213,17:45:00,17:45:00,800,1,,,,,,0,1
803213,17:50:00,17:50:00,801,2,,,,,,0.388,1
803213,18:00:00,18:00:00,802,3,Downtown,,,,,2.016,1
803213,18:15:00,18:15:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803214,18:15:00,18:15:00,800,1,,,,,,0,1
803214,18:20:00,18:20:00,801,2,,,,,,0.388,1
803214,18:30:00,18:30:00,802,3,Downtown,,,,,2.016,1
803214,18:45:00,18:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803215,18:45:00,18:45:00,800,1,,,,,,0,1
803215,18:50:00,18:50:00,801,2,,,,,,0.388,1
803215,19:00:00,19:00:00,802,3,Downtown,,,,,2.016,1
803215,19:15:00,19:15:00,800,4,DROP OFF ONLY,1,,,,3.371,1
803216,19:15:00,19:15:00,800,1,,,,,,0,1
803216,19:20:00,19:20:00,801,2,,,,,,0.388,1
803216,19:30:00,19:30:00,802,3,Downtown,,,,,2.016,1
803216,19:45:00,19:45:00,800,4,DROP OFF ONLY,1,,,,3.371,1
10101,07:40:00,07:40:00,1341,1,,,,1,1,0,1
10101,07:41:03,07:41:03,1342,2,,,,1,1,0.517,0
10101,07:42:15,07:42:15,2669,3,,,,1,1,1.107,0
10101,07:43:32,07:43:32,1501,4,,,,1,1,1.74,0
10101,07:44:15,07:44:15,2101,5,,,,1,1,2.09,0
10101,07:45:00,07:45:00,2102,6,,,,1,1,2.457,1
10101,07:45:36,07:45:36,1617,7,,,,1,1,2.638,0
10101,07:46:43,07:46:43,1616,8,,,,1,1,2.972,0
10101,07:48:00,07:48:00,1615,9,,,,1,1,3.36,1
10101,07:48:33,07:48:33,1509,10,,,,1,1,3.568,0
10101,07:50:43,07:50:43,2448,11,,,,1,1,4.384,0
10101,07:51:18,07:51:18,2516,12,,,,1,1,4.605,0
10101,07:52:00,07:52:00,1505,13,,,,1,1,4.868,1
10101,07:53:11,07:53:11,2328,14,,,,1,1,5.73,0
10101,07:54:05,07:54:05,2739,15,,,,1,1,6.391,0
10101,07:54:21,07:54:21,1510,16,,,,1,1,6.581,0
10101,07:55:00,07:55:00,1341,17,,1,,1,1,7.054,1
10102,08:00:00,08:00:00,1341,1,,,,1,1,0,1
10102,08:01:03,08:01:03,1342,2,,,,1,1,0.517,0
10102,08:02:15,08:02:15,2669,3,,,,1,1,1.107,0
10102,08:03:32,08:03:32,1501,4,,,,1,1,1.74,0
10102,08:04:15,08:04:15,2101,5,,,,1,1,2.09,0
10102,08:05:00,08:05:00,2102,6,,,,1,1,2.457,1
10102,08:05:36,08:05:36,1617,7,,,,1,1,2.638,0
10102,08:06:43,08:06:43,1616,8,,,,1,1,2.972,0
10102,08:08:00,08:08:00,1615,9,,,,1,1,3.36,1
10102,08:08:33,08:08:33,1509,10,,,,1,1,3.568,0
10102,08:10:43,08:10:43,2448,11,,,,1,1,4.384,0
10102,08:11:18,08:11:18,2516,12,,,,1,1,4.605,0
10102,08:12:00,08:12:00,1505,13,,,,1,1,4.868,1
10102,08:13:11,08:13:11,2328,14,,,,1,1,5.73,0
10102,08:14:05,08:14:05,2739,15,,,,1,1,6.391,0
10102,08:14:21,08:14:21,1510,16,,,,1,1,6.581,0
10102,08:15:00,08:15:00,1341,17,,1,,1,1,7.054,1
10103,08:20:00,08:20:00,1341,1,,,,1,1,0,1
10103,08:21:03,08:21:03,1342,2,,,,1,1,0.517,0
10103,08:22:15,08:22:15,2669,3,,,,1,1,1.107,0
10103,08:23:32,08:23:32,1501,4,,,,1,1,1.74,0
10103,08:24:15,08:24:15,2101,5,,,,1,1,2.09,0
10103,08:25:00,08:25:00,2102,6,,,,1,1,2.457,1
10103,08:25:36,08:25:36,1617,7,,,,1,1,2.638,0
10103,08:26:43,08:26:43,1616,8,,,,1,1,2.972,0
10103,08:28:00,08:28:00,1615,9,,,,1,1,3.36,1
10103,08:28:33,08:28:33,1509,10,,,,1,1,3.568,0
10103,08:30:43,08:30:43,2448,11,,,,1,1,4.384,0
10103,08:31:18,08:31:18,2516,12,,,,1,1,4.605,0
10103,08:32:00,08:32:00,1505,13,,,,1,1,4.868,1
10103,08:33:11,08:33:11,2328,14,,,,1,1,5.73,0
10103,08:34:05,08:34:05,2739,15,,,,1,1,6.391,0
10103,08:34:21,08:34:21,1510,16,,,,1,1,6.581,0
10103,08:35:00,08:35:00,1341,17,,1,,1,1,7.054,1
10104,08:40:00,08:40:00,1341,1,,,,1,1,0,1
10104,08:41:03,08:41:03,1342,2,,,,1,1,0.517,0
10104,08:42:15,08:42:15,2669,3,,,,1,1,1.107,0
10104,08:43:32,08:43:32,1501,4,,,,1,1,1.74,0
10104,08:44:15,08:44:15,2101,5,,,,1,1,2.09,0
10104,08:45:00,08:45:00,2102,6,,,,1,1,2.457,1
10104,08:45:36,08:45:36,1617,7,,,,1,1,2.638,0
10104,08:46:43,08:46:43,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
10104,08:48:00,08:48:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
10104,08:48:33,08:48:33,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
10104,08:50:43,08:50:43,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
10104,08:51:18,08:51:18,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
10104,08:52:00,08:52:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
10104,08:53:11,08:53:11,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
10104,08:54:05,08:54:05,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
10104,08:54:21,08:54:21,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
10104,08:55:00,08:55:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
10105,09:20:00,09:20:00,1341,1,,,,1,1,0,1
10105,09:21:03,09:21:03,1342,2,,,,1,1,0.517,0
10105,09:22:15,09:22:15,2669,3,,,,1,1,1.107,0
10105,09:23:32,09:23:32,1501,4,,,,1,1,1.74,0
10105,09:24:15,09:24:15,2101,5,,,,1,1,2.09,0
10105,09:25:00,09:25:00,2102,6,,,,1,1,2.457,1
10105,09:25:36,09:25:36,1617,7,,,,1,1,2.638,0
10105,09:26:43,09:26:43,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
10105,09:28:00,09:28:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
10105,09:28:25,09:28:25,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
10105,09:30:02,09:30:02,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
10105,09:30:29,09:30:29,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
10105,09:31:00,09:31:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
10105,09:32:11,09:32:11,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
10105,09:33:05,09:33:05,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
10105,09:33:21,09:33:21,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
10105,09:34:00,09:34:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
10106,10:00:00,10:00:00,1341,1,,,,1,1,0,1
10106,10:01:03,10:01:03,1342,2,,,,1,1,0.517,0
10106,10:02:15,10:02:15,2669,3,,,,1,1,1.107,0
10106,10:03:32,10:03:32,1501,4,,,,1,1,1.74,0
10106,10:04:15,10:04:15,2101,5,,,,1,1,2.09,0
10106,10:05:00,10:05:00,2102,6,,,,1,1,2.457,1
10106,10:05:36,10:05:36,1617,7,,,,1,1,2.638,0
10106,10:06:43,10:06:43,1616,8,,,,1,1,2.972,0
10106,10:08:00,10:08:00,1615,9,,,,1,1,3.36,1
10106,10:08:25,10:08:25,1509,10,,,,1,1,3.568,0
10106,10:10:02,10:10:02,2448,11,,,,1,1,4.384,0
10106,10:10:29,10:10:29,2516,12,,,,1,1,4.605,0
10106,10:11:00,10:11:00,1505,13,,,,1,1,4.868,1
10106,10:12:11,10:12:11,2328,14,,,,1,1,5.73,0
10106,10:13:05,10:13:05,2739,15,,,,1,1,6.391,0
10106,10:13:21,10:13:21,1510,16,,,,1,1,6.581,0
10106,10:14:00,10:14:00,1341,17,,1,,1,1,7.054,1
10107,10:20:00,10:20:00,1341,1,,,,1,1,0,1
10107,10:21:03,10:21:03,1342,2,,,,1,1,0.517,0
10107,10:22:15,10:22:15,2669,3,,,,1,1,1.107,0
10107,10:23:32,10:23:32,1501,4,,,,1,1,1.74,0
10107,10:24:15,10:24:15,2101,5,,,,1,1,2.09,0
10107,10:25:00,10:25:00,2102,6,,,,1,1,2.457,1
10107,10:25:36,10:25:36,1617,7,,,,1,1,2.638,0
10107,10:26:43,10:26:43,1616,8,,,,1,1,2.972,0
10107,10:28:00,10:28:00,1615,9,,,,1,1,3.36,1
10107,10:28:25,10:28:25,1509,10,,,,1,1,3.568,0
10107,10:30:02,10:30:02,2448,11,,,,1,1,4.384,0
10107,10:30:29,10:30:29,2516,12,,,,1,1,4.605,0
10107,10:31:00,10:31:00,1505,13,,,,1,1,4.868,1
10107,10:32:11,10:32:11,2328,14,,,,1,1,5.73,0
10107,10:33:05,10:33:05,2739,15,,,,1,1,6.391,0
10107,10:33:21,10:33:21,1510,16,,,,1,1,6.581,0
10107,10:34:00,10:34:00,1341,17,,1,,1,1,7.054,1
10108,10:40:00,10:40:00,1341,1,,,,1,1,0,1
10108,10:41:03,10:41:03,1342,2,,,,1,1,0.517,0
10108,10:42:15,10:42:15,2669,3,,,,1,1,1.107,0
10108,10:43:32,10:43:32,1501,4,,,,1,1,1.74,0
10108,10:44:15,10:44:15,2101,5,,,,1,1,2.09,0
10108,10:45:00,10:45:00,2102,6,,,,1,1,2.457,1
10108,10:45:36,10:45:36,1617,7,,,,1,1,2.638,0
10108,10:46:43,10:46:43,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
10108,10:48:00,10:48:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
10108,10:48:25,10:48:25,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
10108,10:50:02,10:50:02,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
10108,10:50:29,10:50:29,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
10108,10:51:00,10:51:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
10108,10:52:11,10:52:11,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
10108,10:53:05,10:53:05,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
10108,10:53:21,10:53:21,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
10108,10:54:00,10:54:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
10109,12:20:00,12:20:00,1341,1,,,,1,1,0,1
10109,12:21:03,12:21:03,1342,2,,,,1,1,0.517,0
10109,12:22:15,12:22:15,2669,3,,,,1,1,1.107,0
10109,12:23:32,12:23:32,1501,4,,,,1,1,1.74,0
10109,12:24:15,12:24:15,2101,5,,,,1,1,2.09,0
10109,12:25:00,12:25:00,2102,6,,,,1,1,2.457,1
10109,12:25:36,12:25:36,1617,7,,,,1,1,2.638,0
10109,12:26:43,12:26:43,1616,8,,,,1,1,2.972,0
10109,12:28:00,12:28:00,1615,9,,,,1,1,3.36,1
10109,12:28:33,12:28:33,1509,10,,,,1,1,3.568,0
10109,12:30:43,12:30:43,2448,11,,,,1,1,4.384,0
10109,12:31:18,12:31:18,2516,12,,,,1,1,4.605,0
10109,12:32:00,12:32:00,1505,13,,,,1,1,4.868,1
10109,12:33:11,12:33:11,2328,14,,,,1,1,5.73,0
10109,12:34:05,12:34:05,2739,15,,,,1,1,6.391,0
10109,12:34:21,12:34:21,1510,16,,,,1,1,6.581,0
10109,12:35:00,12:35:00,1341,17,,1,,1,1,7.054,1
10110,12:40:00,12:40:00,1341,1,,,,1,1,0,1
10110,12:41:03,12:41:03,1342,2,,,,1,1,0.517,0
10110,12:42:15,12:42:15,2669,3,,,,1,1,1.107,0
10110,12:43:32,12:43:32,1501,4,,,,1,1,1.74,0
10110,12:44:15,12:44:15,2101,5,,,,1,1,2.09,0
10110,12:45:00,12:45:00,2102,6,,,,1,1,2.457,1
10110,12:45:36,12:45:36,1617,7,,,,1,1,2.638,0
10110,12:46:43,12:46:43,1616,8,,,,1,1,2.972,0
10110,12:48:00,12:48:00,1615,9,,,,1,1,3.36,1
10110,12:48:33,12:48:33,1509,10,,,,1,1,3.568,0
10110,12:50:43,12:50:43,2448,11,,,,1,1,4.384,0
10110,12:51:18,12:51:18,2516,12,,,,1,1,4.605,0
10110,12:52:00,12:52:00,1505,13,,,,1,1,4.868,1
10110,12:53:11,12:53:11,2328,14,,,,1,1,5.73,0
10110,12:54:05,12:54:05,2739,15,,,,1,1,6.391,0
10110,12:54:21,12:54:21,1510,16,,,,1,1,6.581,0
10110,12:55:00,12:55:00,1341,17,,1,,1,1,7.054,1
10111,13:00:00,13:00:00,1341,1,,,,1,1,0,1
10111,13:01:03,13:01:03,1342,2,,,,1,1,0.517,0
10111,13:02:15,13:02:15,2669,3,,,,1,1,1.107,0
10111,13:03:32,13:03:32,1501,4,,,,1,1,1.74,0
10111,13:04:15,13:04:15,2101,5,,,,1,1,2.09,0
10111,13:05:00,13:05:00,2102,6,,,,1,1,2.457,1
10111,13:05:36,13:05:36,1617,7,,,,1,1,2.638,0
10111,13:06:43,13:06:43,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
10111,13:08:00,13:08:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
10111,13:08:33,13:08:33,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
10111,13:10:43,13:10:43,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
10111,13:11:18,13:11:18,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
10111,13:12:00,13:12:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
10111,13:13:11,13:13:11,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
10111,13:14:05,13:14:05,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
10111,13:14:21,13:14:21,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
10111,13:15:00,13:15:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
10112,14:00:00,14:00:00,1341,1,,,,1,1,0,1
10112,14:01:03,14:01:03,1342,2,,,,1,1,0.517,0
10112,14:02:15,14:02:15,2669,3,,,,1,1,1.107,0
10112,14:03:32,14:03:32,1501,4,,,,1,1,1.74,0
10112,14:04:15,14:04:15,2101,5,,,,1,1,2.09,0
10112,14:05:00,14:05:00,2102,6,,,,1,1,2.457,1
10112,14:05:36,14:05:36,1617,7,,,,1,1,2.638,0
10112,14:06:43,14:06:43,1616,8,,,,1,1,2.972,0
10112,14:08:00,14:08:00,1615,9,,,,1,1,3.36,1
10112,14:08:33,14:08:33,1509,10,,,,1,1,3.568,0
10112,14:10:43,14:10:43,2448,11,,,,1,1,4.384,0
10112,14:11:18,14:11:18,2516,12,,,,1,1,4.605,0
10112,14:12:00,14:12:00,1505,13,,,,1,1,4.868,1
10112,14:13:11,14:13:11,2328,14,,,,1,1,5.73,0
10112,14:14:05,14:14:05,2739,15,,,,1,1,6.391,0
10112,14:14:21,14:14:21,1510,16,,,,1,1,6.581,0
10112,14:15:00,14:15:00,1341,17,,1,,1,1,7.054,1
10113,14:20:00,14:20:00,1341,1,,,,1,1,0,1
10113,14:21:03,14:21:03,1342,2,,,,1,1,0.517,0
10113,14:22:15,14:22:15,2669,3,,,,1,1,1.107,0
10113,14:23:32,14:23:32,1501,4,,,,1,1,1.74,0
10113,14:24:15,14:24:15,2101,5,,,,1,1,2.09,0
10113,14:25:00,14:25:00,2102,6,,,,1,1,2.457,1
10113,14:25:36,14:25:36,1617,7,,,,1,1,2.638,0
10113,14:26:43,14:26:43,1616,8,,,,1,1,2.972,0
10113,14:28:00,14:28:00,1615,9,,,,1,1,3.36,1
10113,14:28:33,14:28:33,1509,10,,,,1,1,3.568,0
10113,14:30:43,14:30:43,2448,11,,,,1,1,4.384,0
10113,14:31:18,14:31:18,2516,12,,,,1,1,4.605,0
10113,14:32:00,14:32:00,1505,13,,,,1,1,4.868,1
10113,14:33:11,14:33:11,2328,14,,,,1,1,5.73,0
10113,14:34:05,14:34:05,2739,15,,,,1,1,6.391,0
10113,14:34:21,14:34:21,1510,16,,,,1,1,6.581,0
10113,14:35:00,14:35:00,1341,17,,1,,1,1,7.054,1
10114,14:40:00,14:40:00,1341,1,,,,1,1,0,1
10114,14:41:03,14:41:03,1342,2,,,,1,1,0.517,0
10114,14:42:15,14:42:15,2669,3,,,,1,1,1.107,0
10114,14:43:32,14:43:32,1501,4,,,,1,1,1.74,0
10114,14:44:15,14:44:15,2101,5,,,,1,1,2.09,0
10114,14:45:00,14:45:00,2102,6,,,,1,1,2.457,1
10114,14:45:36,14:45:36,1617,7,,,,1,1,2.638,0
10114,14:46:43,14:46:43,1616,8,,,,1,1,2.972,0
10114,14:48:00,14:48:00,1615,9,,,,1,1,3.36,1
10114,14:48:33,14:48:33,1509,10,,,,1,1,3.568,0
10114,14:50:43,14:50:43,2448,11,,,,1,1,4.384,0
10114,14:51:18,14:51:18,2516,12,,,,1,1,4.605,0
10114,14:52:00,14:52:00,1505,13,,,,1,1,4.868,1
10114,14:53:11,14:53:11,2328,14,,,,1,1,5.73,0
10114,14:54:05,14:54:05,2739,15,,,,1,1,6.391,0
10114,14:54:21,14:54:21,1510,16,,,,1,1,6.581,0
10114,14:55:00,14:55:00,1341,17,,1,,1,1,7.054,1
10115,15:00:00,15:00:00,1341,1,,,,1,1,0,1
10115,15:01:03,15:01:03,1342,2,,,,1,1,0.517,0
10115,15:02:15,15:02:15,2669,3,,,,1,1,1.107,0
10115,15:03:32,15:03:32,1501,4,,,,1,1,1.74,0
10115,15:04:15,15:04:15,2101,5,,,,1,1,2.09,0
10115,15:05:00,15:05:00,2102,6,,,,1,1,2.457,1
10115,15:05:36,15:05:36,1617,7,,,,1,1,2.638,0
10115,15:06:43,15:06:43,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
10115,15:08:00,15:08:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
10115,15:08:33,15:08:33,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
10115,15:10:43,15:10:43,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
10115,15:11:18,15:11:18,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
10115,15:12:00,15:12:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
10115,15:13:11,15:13:11,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
10115,15:14:05,15:14:05,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
10115,15:14:21,15:14:21,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
10115,15:15:00,15:15:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
10401,07:30:00,07:30:00,2375,1,,,,1,1,0,1
10401,07:30:30,07:30:30,2374,2,,,,1,1,0.37,0
10401,07:31:21,07:31:21,1385,3,,,,1,1,0.987,0
10401,07:33:00,07:33:00,2670,4,,,,1,1,2.193,1
10401,07:34:07,07:34:07,2671,5,,,,1,1,2.579,0
10401,07:35:32,07:35:32,2672,6,,,,1,1,3.069,0
10401,07:36:24,07:36:24,2673,7,,,,1,1,3.372,0
10401,07:37:00,07:37:00,2674,8,,,,1,1,3.58,1
10401,07:38:08,07:38:08,2675,9,,,,1,1,3.956,0
10401,07:40:00,07:40:00,2676,10,,,,1,1,4.578,1
10401,07:41:16,07:41:16,2677,11,,,,1,1,5.2,0
10401,07:42:34,07:42:34,2678,12,,,,1,1,5.834,0
10401,07:43:46,07:43:46,2679,13,,,,1,1,6.423,0
10401,07:45:00,07:45:00,2375,14,,1,,1,1,7.031,1
10402,07:50:00,07:50:00,2375,1,,,,1,1,0,1
