stop_id,stop_sequence,timepoint,shape_dist_traveled,drop_off_type,pickup_type,stop_headsign
101,1,1,0,,,
102,2,0,0.203,,,
2670,3,1,0.499,,,
2671,4,0,0.885,,,
2672,5,0,1.375,,,
2673,6,0,1.678,,,
2674,7,1,1.886,,,
2675,8,0,2.262,,,
2676,9,1,2.884,,,
100,10,1,3.787,,1,
