stop_id,stop_sequence,timepoint,shape_dist_traveled,drop_off_type,pickup_type,stop_headsign
100,1,1,0,,,
2101,2,0,0.646,,,
2102,3,1,1.013,,,
1617,4,0,1.195,,,
1616,5,0,1.529,,,
1615,6,1,1.917,,,
1509,7,0,2.125,,,
2448,8,0,2.941,,,
2516,9,0,3.162,,,
1505,10,1,3.425,,,
101,11,1,3.831,,1,
