arrival_time,departure_time,stop_id,stop_sequence,timepoint,*shape_id
,,101,1,1,
,,102,2,0,
,,2670,3,1,
,,2671,4,0,
,,2672,5,0,
,,2673,6,0,
,,2674,7,1,
,,2675,8,0,
,,2676,9,1,
,,100,10,1,
