arrival_time,departure_time,stop_id,stop_sequence,timepoint,*shape_id
,,101,1,1,
,,2670,2,1,
,,2671,3,0,
,,2672,4,0,
,,2673,5,0,
,,2674,6,1,
,,2675,7,0,
,,2676,8,1,
,,2677,9,0,
,,2678,10,0,
,,2679,11,0,
,,1341,12,1,DROP OFF ONLY
