stop_id,stop_sequence,timepoint,shape_dist_traveled,drop_off_type,pickup_type,stop_headsign
1341,1,1,0,,,
1342,2,0,0.518,,,
2669,3,0,1.108,,,
1501,4,0,1.741,,,
2101,5,0,2.091,,,
2102,6,1,2.458,,,
1617,7,0,2.639,,,
1616,8,0,2.973,,,
1615,9,1,3.361,,,
1509,10,0,3.569,,,
2448,11,0,4.385,,,
2516,12,0,4.606,,,
1505,13,1,4.869,,,
101,14,1,5.276,,1,
