arrival_time,departure_time,stop_id,stop_sequence,timepoint,*shape_id
,,122,1,1,
,,101,2,1,Upper Campus to East Remote
,,102,3,0,Upper Campus to East Remote
,,2670,4,1,Upper Campus to East Remote
,,2671,5,0,Upper Campus to East Remote
,,2672,6,0,Upper Campus to East Remote
,,2673,7,0,Upper Campus to East Remote
,,2674,8,1,Upper Campus to East Remote
,,2675,9,0,Upper Campus to East Remote
,,2676,10,1,Upper Campus to East Remote
,,100,11,1,Upper Campus to East Remote
