route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
CVS_BIKE_SHUTTLE,1,10401,Bike Shuttle to UCSC,,104,CVS_BIKE_SHUTTLE,2,1
CVS_BIKE_SHUTTLE,1,10402,Bike Shuttle to UCSC,,104,CVS_BIKE_SHUTTLE,2,1
CVS_BIKE_SHUTTLE,1,10403,Bike Shuttle to UCSC,,104,CVS_BIKE_SHUTTLE,2,1
EG_LOOP,1,10404,Counter Clockwise,0,104,EG_LOOP,,1
EG_LOOP,1,10405,Counter Clockwise,0,104,EG_LOOP,,1
EG_LOOP,1,10406,Counter Clockwise,0,104,EG_LOOP,,1
BT_LOOP,1,10407,Clockwise to Main Gate,1,104,BT_LOOP,,1
EG_LOOP,1,10408,Counter Clockwise,0,104,EG_LOOP,,1
EG_LOOP,1,10101,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10102,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10103,Counter Clockwise to Main Gate,0,101,EG_LOOP,,1
EG_LOOP,1,10104,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10105,Counter Clockwise to Main Gate,0,101,EG_LOOP,,1
EG_LOOP,1,10106,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10107,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10108,Counter Clockwise to Main Gate,0,101,EG_LOOP,,1
EG_LOOP,1,10109,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10110,Counter Clockwise to Main Gate,0,101,EG_LOOP,,1
EG_LOOP,1,10111,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10112,Counter Clockwise to Main Gate,0,101,EG_LOOP,,1
EG_LOOP,1,10113,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10114,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10115,Counter Clockwise,0,101,EG_LOOP,,1
EG_LOOP,1,10116,Counter Clockwise to Main Gate,0,101,EG_LOOP,,1
BT_LOOP,1,10201,Clockwise,1,102,BT_LOOP,,1
