segment,start_stop,end_stop,start_time,end_time,run
Main Gate to Cowell,1341,2102,06:00:00,17:25:00,6
Cowell to Sci Hill,2102,1615,06:00:00,17:25:00,4
Sci Hill to Oakes,1615,1505,06:00:00,17:25:00,5
Oakes to WRM,1505,101,06:00:00,17:25:00,1
WRM to Oakes,101,2670,06:00:00,17:25:00,2
Oakes to Science Hill,2670,2674,06:00:00,17:25:00,5
Science Hill to Cowste,2674,2676,06:00:00,17:25:00,4
Cowste to Main Gate,2676,1341,06:00:00,17:25:00,6
Main Gate to Cowell,1341,2102,17:25:00,18:25:00,5
Cowell to Sci Hill,2102,1615,17:25:00,18:25:00,4
Sci Hill to Oakes,1615,1505,17:25:00,18:25:00,4
Oakes to WRM,1505,101,17:25:00,18:25:00,1
WRM to Oakes,101,2670,17:25:00,18:25:00,2
Oakes to Science Hill,2670,2674,17:25:00,18:25:00,4
Science Hill to Cowste,2674,2676,17:25:00,18:25:00,4
Cowste to Main Gate,2676,1341,17:25:00,18:25:00,5
Main Gate to Cowell,1341,2102,18:25:00,20:25:00,5
Cowell to Sci Hill,2102,1615,18:25:00,20:25:00,3
Sci Hill to Oakes,1615,1505,18:25:00,20:25:00,4
Oakes to WRM,1505,101,18:25:00,20:25:00,1
WRM to Oakes,101,2670,18:25:00,20:25:00,2
Oakes to Science Hill,2670,2674,18:25:00,20:25:00,4
Science Hill to Cowste,2674,2676,18:25:00,20:25:00,3
Cowste to Main Gate,2676,1341,18:25:00,20:25:00,5
Main Gate to Cowell,1341,2102,20:25:00,22:30:00,5
Cowell to Sci Hill,2102,1615,20:25:00,22:30:00,3
Sci Hill to Oakes,1615,1505,20:25:00,22:30:00,4
Oakes to WRM,1505,101,20:25:00,22:30:00,1
WRM to Oakes,101,2670,20:25:00,22:30:00,2
Oakes to Science Hill,2670,2674,20:25:00,22:30:00,4
Science Hill to Cowste,2674,2676,20:25:00,22:30:00,3
Cowste to Main Gate,2676,1341,20:25:00,22:30:00,5
Main Gate to Cowell,1341,2102,22:30:00,23:59:00,4
Cowell to Sci Hill,2102,1615,22:30:00,23:59:00,3
Sci Hill to Oakes,1615,1505,22:30:00,23:59:00,4
Oakes to WRM,1505,101,22:30:00,23:59:00,1
WRM to Oakes,101,2670,22:30:00,23:59:00,2
Oakes to Science Hill,2670,2674,22:30:00,23:59:00,4
Science Hill to Cowste,2674,2676,22:30:00,23:59:00,3
Cowste to Main Gate,2676,1341,22:30:00,23:59:00,5
