trip_id,route_id,start_stop,start_time,end_stop,end_time
10701,BT_LOOP,2375,16:50:00,2375,17:04:30
10702,EG_LOOP,1341,17:20:00,1341,17:36:30
10703,BT_LOOP,2375,17:40:00,2375,17:54:30
10704,BT_LOOP,2375,18:10:00,2375,18:24:30
10705,EG_LOOP,1341,18:40:00,1341,18:56:30
10706,EG_LOOP,1341,19:40:00,1341,19:56:30
10707,EG_LOOP,1341,20:00:00,1341,20:16:30
