trip_id,route_id,start_stop,start_time,end_stop,end_time
10404,EG_LOOP,1341,11:00:00,1341,11:16:30
10405,EG_LOOP,1341,11:20:00,1341,11:36:30
10406,EG_LOOP,1341,11:40:00,1341,11:56:30
10407,BT_LOOP,2375,12:00:00,2375,12:14:30
10408,EG_LOOP,1341,12:40:00,1341,12:56:30
