route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,trip_start_time
LOOP,3B,1571,Clockwise,1,305,LOOP_INNER,,,11:55:00
UC,3B,1572,Upper Campus to East Remote,1,307,UC_WRM_TO_ERM,,,12:00:00
LOOP,3B,1573,Counter Clockwise,0,303,LOOP_OUTER_TO_MG,,,12:05:00
LOOP,3B,1574,Clockwise,1,306,LOOP_INNER,,,12:05:00
LOOP,3B,1575,Counter Clockwise,0,302,LOOP_OUTER_TO_MG,,,12:15:00
UC,3B,1576,Upper Campus to Oakes/West Remote,0,307,UC_ERM_TO_WRM,,,12:15:00
LOOP,3B,1577,Clockwise,1,305,LOOP_INNER_TO_MG,,,12:20:00
LOOP,3B,1578,Clockwise,1,306,LOOP_INNER,,,12:25:00
LOOP,3B,1579,Counter Clockwise,0,301,LOOP_OUTER,,,12:35:00
LOOP,3B,1580,Clockwise,1,304,LOOP_INNER,,,12:35:00
LOOP,3B,1581,Counter Clockwise,0,303,LOOP_OUTER,,,12:45:00
LOOP,3B,1582,Clockwise,1,306,LOOP_INNER,,,12:45:00
UC,3B,1583,Upper Campus to East Remote,1,325,UC_WRM_TO_ERM,,,12:45:00
LOOP,3B,1584,Counter Clockwise,0,301,LOOP_OUTER,,,12:55:00
LOOP,3B,1585,Clockwise,1,304,LOOP_INNER,,,12:55:00
LOOP,3B,1586,Counter Clockwise,0,302,LOOP_OUTER,,,13:00:00
LOOP,3B,1587,Clockwise,1,305,LOOP_INNER,,,13:00:00
UC,3B,1588,Upper Campus to East Remote,1,307,UC_WRM_TO_ERM,,,13:00:00
UC,3B,1589,Upper Campus to Oakes/West Remote,0,325,UC_ERM_TO_WRM,,,13:00:00
LOOP,3B,1590,Counter Clockwise,0,303,LOOP_OUTER,,,13:05:00
LOOP,3B,1591,Clockwise,1,306,LOOP_INNER_TO_MG,,,13:05:00
LOOP,3B,1592,Clockwise,1,304,LOOP_INNER_TO_MG,,,13:15:00
UC,3B,1593,Upper Campus to Oakes/West Remote,0,307,UC_ERM_TO_WRM,,,13:15:00
LOOP,3B,1594,Counter Clockwise,0,321,LOOP_OUTER,,,13:15:00
UC,3B,1595,Upper Campus to East Remote,1,325,UC_WRM_TO_ERM,,,13:15:00
LOOP,3B,1596,Counter Clockwise,0,301,LOOP_OUTER_TO_MG,,,13:20:00
LOOP,3B,1597,Counter Clockwise,0,302,LOOP_OUTER,,,13:25:00
LOOP,3B,1598,Clockwise,1,305,LOOP_INNER_TO_MG,,,13:25:00
LOOP,3B,1599,Counter Clockwise,0,303,LOOP_OUTER_TO_MG,,,13:30:00
LOOP,3B,1600,Counter Clockwise,0,321,LOOP_OUTER,,,13:40:00
LOOP,3B,1601,Counter Clockwise,0,302,LOOP_OUTER_TO_MG,,,13:45:00
LOOP,3B,1602,Clockwise,1,314,LOOP_INNER,,,13:50:00
LOOP,3B,1603,Counter Clockwise,0,301,LOOP_OUTER,,,13:55:00
LOOP,3B,1604,Clockwise,1,304,LOOP_INNER,,,14:00:00
LOOP,3B,1605,Counter Clockwise,0,321,LOOP_OUTER_TO_MG,,,14:00:00
UC,3B,1606,Upper Campus to East Remote,1,324,UC_WRM_TO_ERM,,,14:00:00
UC,3B,1607,Upper Campus to Oakes/West Remote,0,325,UC_ERM_TO_WRM,,,14:00:00
LOOP,3B,1608,Clockwise,1,305,LOOP_INNER,,,14:05:00
LOOP,3B,1609,Counter Clockwise,0,307,LOOP_OUTER,,,14:05:00
LOOP,3B,1610,Counter Clockwise,0,303,LOOP_OUTER,,,14:10:00
LOOP,3B,1611,Clockwise,1,314,LOOP_INNER_TO_MG,,,14:10:00
LOOP,3B,1612,Counter Clockwise,0,301,LOOP_OUTER_TO_MG,,,14:15:00
LOOP,3B,1613,Clockwise,1,306,LOOP_INNER,,,14:15:00
UC,3B,1614,Upper Campus to Oakes/West Remote,0,324,UC_ERM_TO_WRM,,,14:15:00
UC,3B,1615,Upper Campus to East Remote,1,325,UC_WRM_TO_ERM,,,14:15:00
LOOP,3B,1616,Counter Clockwise,0,302,LOOP_OUTER_TO_MG,,,14:20:00
LOOP,3B,1617,Clockwise,1,304,LOOP_INNER_TO_MG,,,14:20:00
LOOP,3B,1618,Clockwise,1,305,LOOP_INNER_TO_MG,,,14:25:00
LOOP,3B,1619,Counter Clockwise,0,307,LOOP_OUTER_TO_MG,,,14:25:00
LOOP,3B,1620,Counter Clockwise,0,303,LOOP_OUTER_TO_MG,,,14:30:00
LOOP,3B,1621,Clockwise,1,315,LOOP_INNER,,,14:30:00
UC,3B,1622,Upper Campus to East Remote,1,324,UC_WRM_TO_ERM,,,14:30:00
UC,3B,1623,Upper Campus to Oakes/West Remote,0,325,UC_ERM_TO_WRM,,,14:30:00
LOOP,3B,1624,Clockwise,1,306,LOOP_INNER_TO_MG,,,14:35:00
LOOP,3B,1625,Counter Clockwise,0,312,LOOP_OUTER,,,14:35:00
LOOP,3B,1626,Clockwise,1,314,LOOP_INNER_TO_MG,,,14:40:00
UC,3B,1627,Upper Campus to Oakes/West Remote,0,324,UC_ERM_TO_WRM,,,14:45:00
UC,3B,1628,Upper Campus to East Remote,1,325,UC_WRM_TO_ERM,,,14:45:00
LOOP,3B,1629,Counter Clockwise,0,312,LOOP_OUTER,,,14:55:00
LOOP,3B,1630,Clockwise,1,315,LOOP_INNER,,,14:55:00
LOOP,3B,1631,Counter Clockwise,0,321,LOOP_OUTER,,,15:10:00
LOOP,3B,1632,Counter Clockwise,0,312,LOOP_OUTER,,,15:15:00
LOOP,3B,1633,Clockwise,1,315,LOOP_INNER,,,15:15:00
LOOP,3B,1634,Clockwise,1,314,LOOP_INNER,,,15:25:00
LOOP,3B,1635,Counter Clockwise,0,321,LOOP_OUTER,,,15:30:00
UC,3B,1636,Upper Campus to East Remote,1,324,UC_WRM_TO_ERM,,,15:30:00
UC,3B,1637,Upper Campus to Oakes/West Remote,0,325,UC_ERM_TO_WRM,,,15:30:00
LOOP,3B,1638,Counter Clockwise,0,312,LOOP_OUTER_TO_MG,,,15:35:00
LOOP,3B,1639,Clockwise,1,315,LOOP_INNER_TO_MG,,,15:35:00
LOOP,3B,1640,Clockwise,1,314,LOOP_INNER_TO_MG,,,15:45:00
UC,3B,1641,Upper Campus to Oakes/West Remote,0,324,UC_ERM_TO_WRM,,,15:45:00
UC,3B,1642,Upper Campus to East Remote,1,325,UC_WRM_TO_ERM,,,15:45:00
LOOP,3B,1643,Counter Clockwise,0,321,LOOP_OUTER,,,15:50:00
UC,3B,1644,Upper Campus to East Remote,1,324,UC_WRM_TO_ERM,,,16:00:00
UC,3B,1645,Upper Campus to Oakes/West Remote,0,325,UC_ERM_TO_WRM,,,16:00:00
LOOP,3B,1646,Clockwise,1,314,LOOP_INNER_TO_MG,,,16:10:00
LOOP,3B,1647,Counter Clockwise,0,321,LOOP_OUTER_TO_MG,,,16:10:00
UC,3B,1648,Upper Campus to East Remote,1,325,UC_WRM_TO_ERM,,,16:15:00
LOOP,3B,1649,Counter Clockwise,0,312,LOOP_OUTER,,,16:25:00
LOOP,3B,1650,Clockwise,1,315,LOOP_INNER_TO_MG,,,16:25:00
LOOP,3B,1651,Counter Clockwise,0,312,LOOP_OUTER,,,16:45:00
UC,3B,1652,Upper Campus to East Remote,1,324,UC_WRM_TO_ERM,,,16:45:00
UC,3B,1653,Upper Campus to Oakes/West Remote,0,325,UC_ERM_TO_WRM,,,16:45:00
LOOP,3B,1654,Counter Clockwise,0,313,LOOP_OUTER,,,16:50:00
LOOP,3B,1655,Clockwise,1,316,LOOP_INNER,,,16:50:00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
