trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
40101,07:25:00,07:25:00,1341,1,,,,1,1,0,1
40101,07:26:03,07:26:03,1342,2,,,,1,1,0.517,0
40101,07:27:15,07:27:15,2669,3,,,,1,1,1.107,0
40101,07:28:32,07:28:32,1501,4,,,,1,1,1.74,0
40101,07:29:15,07:29:15,2101,5,,,,1,1,2.09,0
40101,07:30:00,07:30:00,2102,6,,,,1,1,2.457,1
40101,07:30:48,07:30:48,1617,7,,,,1,1,2.638,0
40101,07:32:17,07:32:17,1616,8,,,,1,1,2.972,0
40101,07:34:00,07:34:00,1615,9,,,,1,1,3.36,1
40101,07:34:41,07:34:41,1509,10,,,,1,1,3.568,0
40101,07:37:24,07:37:24,2448,11,,,,1,1,4.384,0
40101,07:38:08,07:38:08,2516,12,,,,1,1,4.605,0
40101,07:39:00,07:39:00,1505,13,,,,1,1,4.868,1
40101,07:40:58,07:40:58,2328,14,,,,1,1,5.73,0
40101,07:42:29,07:42:29,2739,15,,,,1,1,6.391,0
40101,07:42:55,07:42:55,1510,16,,,,1,1,6.581,0
40101,07:44:00,07:44:00,1341,17,,1,,1,1,7.054,1
40102,07:45:00,07:45:00,1341,1,,,,1,1,0,1
40102,07:46:16,07:46:16,1342,2,,,,1,1,0.517,0
40102,07:47:42,07:47:42,2669,3,,,,1,1,1.107,0
40102,07:49:15,07:49:15,1501,4,,,,1,1,1.74,0
40102,07:50:06,07:50:06,2101,5,,,,1,1,2.09,0
40102,07:51:00,07:51:00,2102,6,,,,1,1,2.457,1
40102,07:51:48,07:51:48,1617,7,,,,1,1,2.638,0
40102,07:53:17,07:53:17,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
40102,07:55:00,07:55:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
40102,07:55:41,07:55:41,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
40102,07:58:24,07:58:24,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
40102,07:59:08,07:59:08,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
40102,08:00:00,08:00:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
40102,08:01:58,08:01:58,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
40102,08:03:29,08:03:29,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
40102,08:03:55,08:03:55,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
40102,08:05:00,08:05:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
40103,08:30:00,08:30:00,1341,1,,,,1,1,0,1
40103,08:31:16,08:31:16,1342,2,,,,1,1,0.517,0
40103,08:32:42,08:32:42,2669,3,,,,1,1,1.107,0
40103,08:34:15,08:34:15,1501,4,,,,1,1,1.74,0
40103,08:35:06,08:35:06,2101,5,,,,1,1,2.09,0
40103,08:36:00,08:36:00,2102,6,,,,1,1,2.457,1
40103,08:36:48,08:36:48,1617,7,,,,1,1,2.638,0
40103,08:38:17,08:38:17,1616,8,,,,1,1,2.972,0
40103,08:40:00,08:40:00,1615,9,,,,1,1,3.36,1
40103,08:40:41,08:40:41,1509,10,,,,1,1,3.568,0
40103,08:43:24,08:43:24,2448,11,,,,1,1,4.384,0
40103,08:44:08,08:44:08,2516,12,,,,1,1,4.605,0
40103,08:45:00,08:45:00,1505,13,,,,1,1,4.868,1
40103,08:46:58,08:46:58,2328,14,,,,1,1,5.73,0
40103,08:48:29,08:48:29,2739,15,,,,1,1,6.391,0
40103,08:48:55,08:48:55,1510,16,,,,1,1,6.581,0
40103,08:50:00,08:50:00,1341,17,,1,,1,1,7.054,1
40104,08:50:00,08:50:00,1341,1,,,,1,1,0,1
40104,08:51:16,08:51:16,1342,2,,,,1,1,0.517,0
40104,08:52:42,08:52:42,2669,3,,,,1,1,1.107,0
40104,08:54:15,08:54:15,1501,4,,,,1,1,1.74,0
40104,08:55:06,08:55:06,2101,5,,,,1,1,2.09,0
40104,08:56:00,08:56:00,2102,6,,,,1,1,2.457,1
40104,08:56:48,08:56:48,1617,7,,,,1,1,2.638,0
40104,08:58:17,08:58:17,1616,8,,,,1,1,2.972,0
40104,09:00:00,09:00:00,1615,9,,,,1,1,3.36,1
40104,09:00:41,09:00:41,1509,10,,,,1,1,3.568,0
40104,09:03:24,09:03:24,2448,11,,,,1,1,4.384,0
40104,09:04:08,09:04:08,2516,12,,,,1,1,4.605,0
40104,09:05:00,09:05:00,1505,13,,,,1,1,4.868,1
40104,09:06:58,09:06:58,2328,14,,,,1,1,5.73,0
40104,09:08:29,09:08:29,2739,15,,,,1,1,6.391,0
40104,09:08:55,09:08:55,1510,16,,,,1,1,6.581,0
40104,09:10:00,09:10:00,1341,17,,1,,1,1,7.054,1
40105,09:10:00,09:10:00,1341,1,,,,1,1,0,1
40105,09:11:16,09:11:16,1342,2,,,,1,1,0.517,0
40105,09:12:42,09:12:42,2669,3,,,,1,1,1.107,0
40105,09:14:15,09:14:15,1501,4,,,,1,1,1.74,0
40105,09:15:06,09:15:06,2101,5,,,,1,1,2.09,0
40105,09:16:00,09:16:00,2102,6,,,,1,1,2.457,1
40105,09:16:48,09:16:48,1617,7,,,,1,1,2.638,0
40105,09:18:17,09:18:17,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
40105,09:20:00,09:20:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
40105,09:20:41,09:20:41,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
40105,09:23:24,09:23:24,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
40105,09:24:08,09:24:08,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
40105,09:25:00,09:25:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
40105,09:26:58,09:26:58,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
40105,09:28:29,09:28:29,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
40105,09:28:55,09:28:55,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
40105,09:30:00,09:30:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
40106,10:20:00,10:20:00,1341,1,,,,1,1,0,1
40106,10:21:16,10:21:16,1342,2,,,,1,1,0.517,0
40106,10:22:42,10:22:42,2669,3,,,,1,1,1.107,0
40106,10:24:15,10:24:15,1501,4,,,,1,1,1.74,0
40106,10:25:06,10:25:06,2101,5,,,,1,1,2.09,0
40106,10:26:00,10:26:00,2102,6,,,,1,1,2.457,1
40106,10:27:00,10:27:00,1617,7,,,,1,1,2.638,0
40106,10:28:51,10:28:51,1616,8,,,,1,1,2.972,0
40106,10:31:00,10:31:00,1615,9,,,,1,1,3.36,1
40106,10:31:50,10:31:50,1509,10,,,,1,1,3.568,0
40106,10:35:04,10:35:04,2448,11,,,,1,1,4.384,0
40106,10:35:57,10:35:57,2516,12,,,,1,1,4.605,0
40106,10:37:00,10:37:00,1505,13,,,,1,1,4.868,1
40106,10:38:11,10:38:11,2328,14,,,,1,1,5.73,0
40106,10:39:05,10:39:05,2739,15,,,,1,1,6.391,0
40106,10:39:21,10:39:21,1510,16,,,,1,1,6.581,0
40106,10:40:00,10:40:00,1341,17,,1,,1,1,7.054,1
40107,10:45:00,10:45:00,1341,1,,,,1,1,0,1
40107,10:46:16,10:46:16,1342,2,,,,1,1,0.517,0
40107,10:47:42,10:47:42,2669,3,,,,1,1,1.107,0
40107,10:49:15,10:49:15,1501,4,,,,1,1,1.74,0
40107,10:50:06,10:50:06,2101,5,,,,1,1,2.09,0
40107,10:51:00,10:51:00,2102,6,,,,1,1,2.457,1
40107,10:51:48,10:51:48,1617,7,,,,1,1,2.638,0
40107,10:53:17,10:53:17,1616,8,Counter Clockwise to Main Entrance,,,1,1,2.972,0
40107,10:55:00,10:55:00,1615,9,Counter Clockwise to Main Entrance,,,1,1,3.36,1
40107,10:55:41,10:55:41,1509,10,Counter Clockwise to Main Entrance,,,1,1,3.568,0
40107,10:58:24,10:58:24,2448,11,Counter Clockwise to Main Entrance,,,1,1,4.384,0
40107,10:59:08,10:59:08,2516,12,Counter Clockwise to Main Entrance,,,1,1,4.605,0
40107,11:00:00,11:00:00,1505,13,Counter Clockwise to Main Entrance,,,1,1,4.868,1
40107,11:01:58,11:01:58,2328,14,Counter Clockwise to Main Entrance,,,1,1,5.73,0
40107,11:03:29,11:03:29,2739,15,Counter Clockwise to Main Entrance,,,1,1,6.391,0
40107,11:03:55,11:03:55,1510,16,Counter Clockwise to Main Entrance,,,1,1,6.581,0
40107,11:05:00,11:05:00,1341,17,DROP OFF ONLY,1,,1,1,7.054,1
40109,11:25:00,11:25:00,1341,1,,,,1,1,0,1
40109,11:26:16,11:26:16,1342,2,,,,1,1,0.517,0
