trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
20101,07:25:00,07:25:00,1341,1,,,,,,0,1
20101,07:26:16,07:26:16,1342,2,,,,,,0.517,0
20101,07:27:42,07:27:42,2669,3,,,,,,1.107,0
20101,07:29:15,07:29:15,1501,4,,,,,,1.74,0
20101,07:30:06,07:30:06,2101,5,,,,,,2.09,0
20101,07:31:00,07:31:00,2102,6,,,,,,2.457,1
20101,07:31:48,07:31:48,1617,7,,,,,,2.638,0
20101,07:33:17,07:33:17,1616,8,,,,,,2.972,0
20101,07:35:00,07:35:00,1615,9,,,,,,3.36,1
20101,07:35:33,07:35:33,1509,10,,,,,,3.568,0
20101,07:37:43,07:37:43,2448,11,,,,,,4.384,0
20101,07:38:18,07:38:18,2516,12,,,,,,4.605,0
20101,07:39:00,07:39:00,1505,13,,,,,,4.868,1
20101,07:40:11,07:40:11,2328,14,,,,,,5.73,0
20101,07:41:05,07:41:05,2739,15,,,,,,6.391,0
20101,07:41:21,07:41:21,1510,16,,,,,,6.581,0
20101,07:42:00,07:42:00,1341,17,,,,,,7.054,1
20102,07:45:00,07:45:00,1341,1,,,,,,0,1
20102,07:46:16,07:46:16,1342,2,,,,,,0.517,0
20102,07:47:42,07:47:42,2669,3,,,,,,1.107,0
20102,07:49:15,07:49:15,1501,4,,,,,,1.74,0
20102,07:50:06,07:50:06,2101,5,,,,,,2.09,0
20102,07:51:00,07:51:00,2102,6,,,,,,2.457,1
20102,07:51:48,07:51:48,1617,7,,,,,,2.638,0
20102,07:53:17,07:53:17,1616,8,,,,,,2.972,0
20102,07:55:00,07:55:00,1615,9,,,,,,3.36,1
20102,07:55:33,07:55:33,1509,10,,,,,,3.568,0
20102,07:57:43,07:57:43,2448,11,,,,,,4.384,0
20102,07:58:18,07:58:18,2516,12,,,,,,4.605,0
20102,07:59:00,07:59:00,1505,13,,,,,,4.868,1
20102,08:00:35,08:00:35,2328,14,,,,,,5.73,0
20102,08:01:47,08:01:47,2739,15,,,,,,6.391,0
20102,08:02:08,08:02:08,1510,16,,,,,,6.581,0
20102,08:03:00,08:03:00,1341,17,,,,,,7.054,1
20103,08:10:00,08:10:00,1341,1,,,,,,0,1
20103,08:11:16,08:11:16,1342,2,,,,,,0.517,0
20103,08:12:42,08:12:42,2669,3,,,,,,1.107,0
20103,08:14:15,08:14:15,1501,4,,,,,,1.74,0
20103,08:15:06,08:15:06,2101,5,,,,,,2.09,0
20103,08:16:00,08:16:00,2102,6,,,,,,2.457,1
20103,08:16:48,08:16:48,1617,7,,,,,,2.638,0
20103,08:18:17,08:18:17,1616,8,,,,,,2.972,0
20103,08:20:00,08:20:00,1615,9,Counter Clockwise Loop to Main Entrance,,,,,3.36,1
20103,08:20:33,08:20:33,1509,10,Counter Clockwise Loop to Main Entrance,,,,,3.568,0
20103,08:22:43,08:22:43,2448,11,Counter Clockwise Loop to Main Entrance,,,,,4.384,0
20103,08:23:18,08:23:18,2516,12,Counter Clockwise Loop to Main Entrance,,,,,4.605,0
20103,08:24:00,08:24:00,1505,13,Counter Clockwise Loop to Main Entrance,,,,,4.868,1
20103,08:25:11,08:25:11,2328,14,Counter Clockwise Loop to Main Entrance,,,,,5.73,0
20103,08:26:05,08:26:05,2739,15,Counter Clockwise Loop to Main Entrance,,,,,6.391,0
20103,08:26:21,08:26:21,1510,16,Counter Clockwise Loop to Main Entrance,,,,,6.581,0
20103,08:27:00,08:27:00,1341,17,DROP OFF ONLY,1,,,,7.054,1
20104,08:50:00,08:50:00,1341,1,,,,,,0,1
20104,08:51:16,08:51:16,1342,2,,,,,,0.517,0
20104,08:52:42,08:52:42,2669,3,,,,,,1.107,0
20104,08:54:15,08:54:15,1501,4,,,,,,1.74,0
20104,08:55:06,08:55:06,2101,5,,,,,,2.09,0
20104,08:56:00,08:56:00,2102,6,,,,,,2.457,1
20104,08:56:48,08:56:48,1617,7,,,,,,2.638,0
20104,08:58:17,08:58:17,1616,8,,,,,,2.972,0
20104,09:00:00,09:00:00,1615,9,,,,,,3.36,1
20104,09:00:33,09:00:33,1509,10,,,,,,3.568,0
20104,09:02:43,09:02:43,2448,11,,,,,,4.384,0
20104,09:03:18,09:03:18,2516,12,,,,,,4.605,0
20104,09:04:00,09:04:00,1505,13,,,,,,4.868,1
20104,09:05:11,09:05:11,2328,14,,,,,,5.73,0
20104,09:06:05,09:06:05,2739,15,,,,,,6.391,0
20104,09:06:21,09:06:21,1510,16,,,,,,6.581,0
20104,09:07:00,09:07:00,1341,17,,,,,,7.054,1
20105,09:10:00,09:10:00,1341,1,,,,,,0,1
20105,09:11:16,09:11:16,1342,2,,,,,,0.517,0
20105,09:12:42,09:12:42,2669,3,,,,,,1.107,0
20105,09:14:15,09:14:15,1501,4,,,,,,1.74,0
20105,09:15:06,09:15:06,2101,5,,,,,,2.09,0
20105,09:16:00,09:16:00,2102,6,,,,,,2.457,1
20105,09:16:48,09:16:48,1617,7,,,,,,2.638,0
20105,09:18:17,09:18:17,1616,8,,,,,,2.972,0
20105,09:20:00,09:20:00,1615,9,,,,,,3.36,1
20105,09:20:33,09:20:33,1509,10,,,,,,3.568,0
20105,09:22:43,09:22:43,2448,11,,,,,,4.384,0
20105,09:23:18,09:23:18,2516,12,,,,,,4.605,0
20105,09:24:00,09:24:00,1505,13,,,,,,4.868,1
20105,09:25:11,09:25:11,2328,14,,,,,,5.73,0
20105,09:26:05,09:26:05,2739,15,,,,,,6.391,0
20105,09:26:21,09:26:21,1510,16,,,,,,6.581,0
20105,09:27:00,09:27:00,1341,17,,,,,,7.054,1
20106,09:30:00,09:30:00,1341,1,,,,,,0,1
20106,09:31:28,09:31:28,1342,2,,,,,,0.517,0
20106,09:33:09,09:33:09,2669,3,,,,,,1.107,0
20106,09:34:57,09:34:57,1501,4,,,,,,1.74,0
20106,09:35:57,09:35:57,2101,5,,,,,,2.09,0
20106,09:37:00,09:37:00,2102,6,,,,,,2.457,1
20106,09:38:12,09:38:12,1617,7,,,,,,2.638,0
20106,09:40:25,09:40:25,1616,8,,,,,,2.972,0
20106,09:43:00,09:43:00,1615,9,Counter Clockwise Loop to Main Entrance,,,,,3.36,1
20106,09:43:41,09:43:41,1509,10,Counter Clockwise Loop to Main Entrance,,,,,3.568,0
20106,09:46:24,09:46:24,2448,11,Counter Clockwise Loop to Main Entrance,,,,,4.384,0
20106,09:47:08,09:47:08,2516,12,Counter Clockwise Loop to Main Entrance,,,,,4.605,0
20106,09:48:00,09:48:00,1505,13,Counter Clockwise Loop to Main Entrance,,,,,4.868,1
20106,09:49:35,09:49:35,2328,14,Counter Clockwise Loop to Main Entrance,,,,,5.73,0
20106,09:50:47,09:50:47,2739,15,Counter Clockwise Loop to Main Entrance,,,,,6.391,0
20106,09:51:08,09:51:08,1510,16,Counter Clockwise Loop to Main Entrance,,,,,6.581,0
20106,09:52:00,09:52:00,1341,17,DROP OFF ONLY,1,,,,7.054,1
20108,10:40:00,10:40:00,1341,1,,,,,,0,1
20108,10:41:16,10:41:16,1342,2,,,,,,0.517,0
20108,10:42:42,10:42:42,2669,3,,,,,,1.107,0
20108,10:44:15,10:44:15,1501,4,,,,,,1.74,0
20108,10:45:06,10:45:06,2101,5,,,,,,2.09,0
20108,10:46:00,10:46:00,2102,6,,,,,,2.457,1
20108,10:46:48,10:46:48,1617,7,,,,,,2.638,0
20108,10:48:17,10:48:17,1616,8,,,,,,2.972,0
20108,10:50:00,10:50:00,1615,9,,,,,,3.36,1
20108,10:50:33,10:50:33,1509,10,,,,,,3.568,0
20108,10:52:43,10:52:43,2448,11,,,,,,4.384,0
20108,10:53:18,10:53:18,2516,12,,,,,,4.605,0
20108,10:54:00,10:54:00,1505,13,,,,,,4.868,1
20108,10:55:11,10:55:11,2328,14,,,,,,5.73,0
20108,10:56:05,10:56:05,2739,15,,,,,,6.391,0
20108,10:56:21,10:56:21,1510,16,,,,,,6.581,0
20108,10:57:00,10:57:00,1341,17,,,,,,7.054,1
20109,11:00:00,11:00:00,1341,1,,,,,,0,1
20109,11:01:16,11:01:16,1342,2,,,,,,0.517,0
20109,11:02:42,11:02:42,2669,3,,,,,,1.107,0
20109,11:04:15,11:04:15,1501,4,,,,,,1.74,0
20109,11:05:06,11:05:06,2101,5,,,,,,2.09,0
20109,11:06:00,11:06:00,2102,6,,,,,,2.457,1
20109,11:06:48,11:06:48,1617,7,,,,,,2.638,0
20109,11:08:17,11:08:17,1616,8,,,,,,2.972,0
20109,11:10:00,11:10:00,1615,9,,,,,,3.36,1
20109,11:10:33,11:10:33,1509,10,,,,,,3.568,0
20109,11:12:43,11:12:43,2448,11,,,,,,4.384,0
20109,11:13:18,11:13:18,2516,12,,,,,,4.605,0
20109,11:14:00,11:14:00,1505,13,,,,,,4.868,1
20109,11:15:11,11:15:11,2328,14,,,,,,5.73,0
20109,11:16:05,11:16:05,2739,15,,,,,,6.391,0
20109,11:16:21,11:16:21,1510,16,,,,,,6.581,0
20109,11:17:00,11:17:00,1341,17,,,,,,7.054,1
20110,11:20:00,11:20:00,1341,1,,,,,,0,1
20110,11:21:41,11:21:41,1342,2,,,,,,0.517,0
20110,11:23:36,11:23:36,2669,3,,,,,,1.107,0
20110,11:25:40,11:25:40,1501,4,,,,,,1.74,0
20110,11:26:48,11:26:48,2101,5,,,,,,2.09,0
20110,11:28:00,11:28:00,2102,6,,,,,,2.457,1
20110,11:29:24,11:29:24,1617,7,,,,,,2.638,0
20110,11:32:00,11:32:00,1616,8,,,,,,2.972,0
20110,11:35:00,11:35:00,1615,9,,,,,,3.36,1
20110,11:35:41,11:35:41,1509,10,,,,,,3.568,0
20110,11:38:24,11:38:24,2448,11,,,,,,4.384,0
20110,11:39:08,11:39:08,2516,12,,,,,,4.605,0
20110,11:40:00,11:40:00,1505,13,,,,,,4.868,1
20110,11:41:11,11:41:11,2328,14,,,,,,5.73,0
20110,11:42:05,11:42:05,2739,15,,,,,,6.391,0
20110,11:42:21,11:42:21,1510,16,,,,,,6.581,0
20110,11:43:00,11:43:00,1341,17,,,,,,7.054,1
20111,11:45:00,11:45:00,1341,1,,,,,,0,1
20111,11:46:16,11:46:16,1342,2,,,,,,0.517,0
20111,11:47:42,11:47:42,2669,3,,,,,,1.107,0
20111,11:49:15,11:49:15,1501,4,,,,,,1.74,0
20111,11:50:06,11:50:06,2101,5,,,,,,2.09,0
20111,11:51:00,11:51:00,2102,6,,,,,,2.457,1
20111,11:51:48,11:51:48,1617,7,,,,,,2.638,0
20111,11:53:17,11:53:17,1616,8,,,,,,2.972,0
20111,11:55:00,11:55:00,1615,9,Counter Clockwise Loop to Main Entrance,,,,,3.36,1
20111,11:55:41,11:55:41,1509,10,Counter Clockwise Loop to Main Entrance,,,,,3.568,0
20111,11:58:24,11:58:24,2448,11,Counter Clockwise Loop to Main Entrance,,,,,4.384,0
20111,11:59:08,11:59:08,2516,12,Counter Clockwise Loop to Main Entrance,,,,,4.605,0
20111,12:00:00,12:00:00,1505,13,Counter Clockwise Loop to Main Entrance,,,,,4.868,1
20111,12:01:35,12:01:35,2328,14,Counter Clockwise Loop to Main Entrance,,,,,5.73,0
20111,12:02:47,12:02:47,2739,15,Counter Clockwise Loop to Main Entrance,,,,,6.391,0
20111,12:03:08,12:03:08,1510,16,Counter Clockwise Loop to Main Entrance,,,,,6.581,0
20111,12:04:00,12:04:00,1341,17,DROP OFF ONLY,1,,,,7.054,1
20112,12:25:00,12:25:00,1341,1,,,,,,0,1
20112,12:26:16,12:26:16,1342,2,,,,,,0.517,0
20112,12:27:42,12:27:42,2669,3,,,,,,1.107,0
20112,12:29:15,12:29:15,1501,4,,,,,,1.74,0
20112,12:30:06,12:30:06,2101,5,,,,,,2.09,0
20112,12:31:00,12:31:00,2102,6,,,,,,2.457,1
20112,12:31:48,12:31:48,1617,7,,,,,,2.638,0
20112,12:33:17,12:33:17,1616,8,,,,,,2.972,0
20112,12:35:00,12:35:00,1615,9,,,,,,3.36,1
20112,12:35:41,12:35:41,1509,10,,,,,,3.568,0
20112,12:38:24,12:38:24,2448,11,,,,,,4.384,0
20112,12:39:08,12:39:08,2516,12,,,,,,4.605,0
20112,12:40:00,12:40:00,1505,13,,,,,,4.868,1
20112,12:41:35,12:41:35,2328,14,,,,,,5.73,0
20112,12:42:47,12:42:47,2739,15,,,,,,6.391,0
20112,12:43:08,12:43:08,1510,16,,,,,,6.581,0
20112,12:44:00,12:44:00,1341,17,,,,,,7.054,1
20113,12:45:00,12:45:00,1341,1,,,,,,0,1
20113,12:46:16,12:46:16,1342,2,,,,,,0.517,0
20113,12:47:42,12:47:42,2669,3,,,,,,1.107,0
20113,12:49:15,12:49:15,1501,4,,,,,,1.74,0
20113,12:50:06,12:50:06,2101,5,,,,,,2.09,0
20113,12:51:00,12:51:00,2102,6,,,,,,2.457,1
