name,start stop_id,end stop_id,600,800,1000,1400,1630,1730,1830,2100,2200,blank
Holdover,122,200,5,5,5,5,5,5,5,5,5,
Western,200,201,10,10,10,10,10,10,10,10,10,
CSC,201,2744,5,5,5,5,5,5,5,5,5,
