route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
LOOP,9,90101,Clockwise,,901,LOOP_INNER,,
LOOP,9,90102,Clockwise,,901,LOOP_INNER,,
LOOP,9,90103,Clockwise,,901,LOOP_INNER,,
LOOP,9,90104,Clockwise,,901,LOOP_INNER,,
LOOP,9,90105,Clockwise,,901,LOOP_INNER,,
LOOP,9,90106,Clockwise,,901,LOOP_INNER,,
LOOP,9,90107,Clockwise,,901,LOOP_INNER,,
LOOP,9,90108,Clockwise,,901,LOOP_INNER,,
LOOP,9,90109,Clockwise,,901,LOOP_INNER,,
LOOP,9,90110,Clockwise,,901,LOOP_INNER,,
LOOP,9,90111,Clockwise,,901,LOOP_INNER,,
LOOP,9,90112,Clockwise,,901,LOOP_INNER,,
LOOP,9,90113,Clockwise,,901,LOOP_INNER,,
LOOP,9,90114,Clockwise,,901,LOOP_INNER,,
LOOP,9,90115,Clockwise,,901,LOOP_INNER,,
LOOP,9,90116,Clockwise,,901,LOOP_INNER,,
LOOP,9,90201,Clockwise,,902,LOOP_INNER,,
LOOP,9,90202,Clockwise,,902,LOOP_INNER,,
LOOP,9,90203,Clockwise,,902,LOOP_INNER,,
LOOP,9,90204,Clockwise,,902,LOOP_INNER,,
LOOP,9,90205,Clockwise,,902,LOOP_INNER,,
LOOP,9,90206,Clockwise,,902,LOOP_INNER,,
LOOP,9,90301,Clockwise,,903,LOOP_INNER,,
LOOP,9,90302,Clockwise,,903,LOOP_INNER,,
LOOP,9,90303,Clockwise,,903,LOOP_INNER,,
LOOP,9,90304,Clockwise,,903,LOOP_INNER,,
LOOP,9,90305,Clockwise,,903,LOOP_INNER,,
LOOP,9,90306,Clockwise,,903,LOOP_INNER,,
LOOP,9,90307,Clockwise,,903,LOOP_INNER,,
LOOP,9,90308,Clockwise,,903,LOOP_INNER,,
LOOP,9,90401,Counter Clockwise,,904,LOOP_OUTER,,
LOOP,9,90402,Counter Clockwise,,904,LOOP_OUTER,,
LOOP,9,90403,Counter Clockwise,,904,LOOP_OUTER,,
LOOP,9,90404,Counter Clockwise,,904,LOOP_OUTER,,
LOOP,9,90405,Clockwise,,904,LOOP_INNER,,
LOOP,9,90406,Counter Clockwise,,904,LOOP_OUTER,,
LOOP,9,90407,Counter Clockwise,,904,LOOP_OUTER,,
LOOP,9,90408,Clockwise,,904,LOOP_INNER,,
