trip_id,route_num,date,stop_0,time_at_stop_0,time_from_stop_0_to_stop_1,stop_1,time_at_stop_1,time_from_stop_1_to_stop_2,stop_2,time_at_stop_2,time_from_stop_2_to_stop_3,stop_3,time_at_stop_3,time_from_stop_3_to_stop_4,stop_4,time_at_stop_4,,,2.610784314,3.065686275,2.025,3.285416667
193102,19,7/2/22,2375,12,155,2670,56,236,2674,52,144,2676,32,199,2376,72,,,,,,
183301,19,6/25/22,2375,24,204,2670,20,190,2674,16,108,2676,56,183,2376,32,,,,,,
183301,19,6/26/22,2375,12,141,2670,20,156,2674,264,124,2676,16,191,2376,32,,,,,,
183301,19,7/2/22,2375,44,147,2670,20,260,2674,20,128,2676,28,248,2376,12,,,,,,
193105,19,6/25/22,2375,12,140,2670,16,190,2674,38,134,2676,33,225,2376,35,,,,,,
193105,19,6/26/22,2375,16,153,2670,44,232,2674,24,156,2676,40,228,2376,48,,,,,,
193105,19,7/2/22,2375,32,149,2670,40,184,2674,20,144,2676,48,185,2376,8,,,,,,
193106,19,6/25/22,2375,13,175,2670,15,155,2674,39,115,2676,45,206,2376,9,,,,,,
193106,19,6/26/22,2375,12,136,2670,40,188,2674,16,116,2676,12,183,2376,8,,,,,,
193106,19,7/2/22,2375,12,134,2670,16,180,2674,20,104,2676,12,183,2376,72,,,,,,
193107,19,6/25/22,2375,30,131,2670,17,181,2674,16,105,2676,93,187,2376,8,,,,,,
193107,19,6/26/22,2375,40,139,2670,16,236,2674,16,132,2676,12,203,2376,8,,,,,,
193108,19,6/25/22,2375,13,137,2670,39,160,2674,18,104,2676,14,192,2376,9,,,,,,
193108,19,6/26/22,2375,36,139,2670,32,188,2674,20,132,2676,12,195,2376,8,,,,,,
193109,19,6/25/22,2375,8,135,2670,39,175,2674,17,118,2676,115,249,2376,9,,,,,,
193109,19,6/26/22,2375,12,147,2670,20,276,2674,48,168,2676,44,220,2376,44,,,,,,
193110,19,6/25/22,2375,12,152,2670,61,174,2674,22,113,2676,16,189,2376,33,,,,,,
193110,19,6/26/22,2375,16,131,2670,16,180,2674,20,144,2676,36,209,2376,8,,,,,,
193111,19,6/25/22,2375,14,126,2670,17,163,2674,19,106,2676,13,179,2376,9,,,,,,
193111,19,6/26/22,2375,12,149,2670,80,260,2674,24,120,2676,12,241,2376,12,,,,,,
193112,19,6/25/22,2375,14,139,2670,18,220,2674,17,104,2676,31,198,2376,9,,,,,,
193112,19,6/26/22,2375,16,133,2670,40,207,2674,20,112,2676,44,216,2376,8,,,,,,
103110,19,6/25/22,2375,13,133,2670,135,151,2674,21,108,2676,48,212,2376,32,,,,,,
103110,19,6/26/22,2375,40,148,2670,12,276,2674,84,136,2676,40,184,2376,36,,,,,,
183408,19,6/25/22,2375,12,158,2670,24,240,2674,44,160,2676,16,256,2376,36,,,,,,
183408,19,6/26/22,2375,12,161,2670,20,196,2674,20,120,2676,16,200,2376,12,,,,,,
183409,19,6/25/22,2375,12,153,2670,40,180,2674,40,144,2676,16,236,2376,12,,,,,,
183409,19,6/26/22,2375,8,145,2670,16,208,2674,20,108,2676,16,194,2376,8,,,,,,
193103,19,6/26/22,2375,12,154,2670,20,268,2674,28,192,2676,16,225,2376,40,,,,,,
193103,19,7/2/22,2375,68,163,2670,16,196,2674,44,120,2676,72,200,2376,32,,,,,,
