trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
10101,07:30:00,07:30:00,2375,1,,,,,,0,1
10101,07:30:20,07:30:20,2374,2,,,,,,0.37,0
10101,07:30:54,07:30:54,1385,3,,,,,,0.987,0
10101,07:32:00,07:32:00,2670,4,,,,,,2.193,1
10101,07:33:23,07:33:23,2671,5,,,,,,2.579,0
10101,07:35:09,07:35:09,2672,6,,,,,,3.069,0
10101,07:36:15,07:36:15,2673,7,,,,,,3.372,0
10101,07:37:00,07:37:00,2674,8,,,,,,3.58,1
10101,07:38:08,07:38:08,2675,9,,,,,,3.956,0
10101,07:40:00,07:40:00,2676,10,,,,,,4.578,1
10101,07:41:01,07:41:01,2677,11,,,,,,5.2,0
10101,07:42:03,07:42:03,2678,12,,,,,,5.834,0
10101,07:43:01,07:43:01,2679,13,,,,,,6.423,0
10101,07:44:00,07:44:00,2375,14,,,,,,7.031,1
10102,07:50:00,07:50:00,2375,1,,,,,,0,1
10102,07:50:20,07:50:20,2374,2,,,,,,0.37,0
10102,07:50:54,07:50:54,1385,3,,,,,,0.987,0
10102,07:52:00,07:52:00,2670,4,,,,,,2.193,1
10102,07:53:23,07:53:23,2671,5,,,,,,2.579,0
10102,07:55:09,07:55:09,2672,6,,,,,,3.069,0
10102,07:56:15,07:56:15,2673,7,,,,,,3.372,0
10102,07:57:00,07:57:00,2674,8,,,,,,3.58,1
10102,07:58:08,07:58:08,2675,9,,,,,,3.956,0
10102,08:00:00,08:00:00,2676,10,,,,,,4.578,1
10102,08:01:01,08:01:01,2677,11,,,,,,5.2,0
10102,08:02:03,08:02:03,2678,12,,,,,,5.834,0
10102,08:03:01,08:03:01,2679,13,,,,,,6.423,0
10102,08:04:00,08:04:00,2375,14,,,,,,7.031,1
10103,08:10:00,08:10:00,2375,1,,,,,,0,1
10103,08:10:20,08:10:20,2374,2,,,,,,0.37,0
10103,08:10:54,08:10:54,1385,3,,,,,,0.987,0
10103,08:12:00,08:12:00,2670,4,,,,,,2.193,1
10103,08:13:23,08:13:23,2671,5,,,,,,2.579,0
10103,08:15:09,08:15:09,2672,6,,,,,,3.069,0
10103,08:16:15,08:16:15,2673,7,,,,,,3.372,0
10103,08:17:00,08:17:00,2674,8,,,,,,3.58,1
10103,08:18:08,08:18:08,2675,9,,,,,,3.956,0
10103,08:20:00,08:20:00,2676,10,,,,,,4.578,1
10103,08:21:01,08:21:01,2677,11,,,,,,5.2,0
10103,08:22:03,08:22:03,2678,12,,,,,,5.834,0
10103,08:23:01,08:23:01,2679,13,,,,,,6.423,0
10103,08:24:00,08:24:00,2375,14,,,,,,7.031,1
10104,08:30:00,08:30:00,2375,1,,,,,,0,1
10104,08:30:20,08:30:20,2374,2,,,,,,0.37,0
10104,08:30:54,08:30:54,1385,3,,,,,,0.987,0
10104,08:32:00,08:32:00,2670,4,,,,,,2.193,1
10104,08:33:23,08:33:23,2671,5,,,,,,2.579,0
10104,08:35:09,08:35:09,2672,6,,,,,,3.069,0
10104,08:36:15,08:36:15,2673,7,,,,,,3.372,0
10104,08:37:00,08:37:00,2674,8,Clockwise Loop to Main Gate,,,,,3.58,1
10104,08:38:08,08:38:08,2675,9,Clockwise Loop to Main Gate,,,,,3.956,0
10104,08:40:00,08:40:00,2676,10,Clockwise Loop to Main Gate,,,,,4.578,1
10104,08:41:03,08:41:03,2677,11,Clockwise Loop to Main Gate,,,,,5.2,0
10104,08:42:07,08:42:07,2678,12,Clockwise Loop to Main Gate,,,,,5.834,0
10104,08:43:07,08:43:07,2679,13,Clockwise Loop to Main Gate,,,,,6.423,0
10104,08:44:00,08:44:00,1341,14,DROP OFF ONLY,,,,,6.943,1
10105,09:10:00,09:10:00,2375,1,,,,,,0,1
10105,09:10:20,09:10:20,2374,2,,,,,,0.37,0
10105,09:10:54,09:10:54,1385,3,,,,,,0.987,0
10105,09:12:00,09:12:00,2670,4,,,,,,2.193,1
10105,09:13:23,09:13:23,2671,5,,,,,,2.579,0
10105,09:15:09,09:15:09,2672,6,,,,,,3.069,0
10105,09:16:15,09:16:15,2673,7,,,,,,3.372,0
10105,09:17:00,09:17:00,2674,8,,,,,,3.58,1
10105,09:18:08,09:18:08,2675,9,,,,,,3.956,0
10105,09:20:00,09:20:00,2676,10,,,,,,4.578,1
10105,09:21:01,09:21:01,2677,11,,,,,,5.2,0
10105,09:22:03,09:22:03,2678,12,,,,,,5.834,0
10105,09:23:01,09:23:01,2679,13,,,,,,6.423,0
10105,09:24:00,09:24:00,2375,14,,,,,,7.031,1
10106,09:30:00,09:30:00,2375,1,,,,,,0,1
10106,09:30:20,09:30:20,2374,2,,,,,,0.37,0
10106,09:30:54,09:30:54,1385,3,,,,,,0.987,0
10106,09:32:00,09:32:00,2670,4,,,,,,2.193,1
10106,09:33:23,09:33:23,2671,5,,,,,,2.579,0
10106,09:35:09,09:35:09,2672,6,,,,,,3.069,0
10106,09:36:15,09:36:15,2673,7,,,,,,3.372,0
10106,09:37:00,09:37:00,2674,8,,,,,,3.58,1
10106,09:38:08,09:38:08,2675,9,,,,,,3.956,0
10106,09:40:00,09:40:00,2676,10,,,,,,4.578,1
10106,09:41:01,09:41:01,2677,11,,,,,,5.2,0
10106,09:42:03,09:42:03,2678,12,,,,,,5.834,0
10106,09:43:01,09:43:01,2679,13,,,,,,6.423,0
10106,09:44:00,09:44:00,2375,14,,,,,,7.031,1
10107,09:50:00,09:50:00,2375,1,,,,,,0,1
10107,09:50:20,09:50:20,2374,2,,,,,,0.37,0
10107,09:50:54,09:50:54,1385,3,,,,,,0.987,0
10107,09:52:00,09:52:00,2670,4,,,,,,2.193,1
10107,09:53:23,09:53:23,2671,5,,,,,,2.579,0
10107,09:55:09,09:55:09,2672,6,,,,,,3.069,0
10107,09:56:15,09:56:15,2673,7,,,,,,3.372,0
10107,09:57:00,09:57:00,2674,8,,,,,,3.58,1
10107,09:58:08,09:58:08,2675,9,,,,,,3.956,0
10107,10:00:00,10:00:00,2676,10,,,,,,4.578,1
10107,10:01:01,10:01:01,2677,11,,,,,,5.2,0
10107,10:02:03,10:02:03,2678,12,,,,,,5.834,0
10107,10:03:01,10:03:01,2679,13,,,,,,6.423,0
10107,10:04:00,10:04:00,2375,14,,,,,,7.031,1
10108,10:10:00,10:10:00,2375,1,,,,,,0,1
10108,10:10:20,10:10:20,2374,2,,,,,,0.37,0
10108,10:10:54,10:10:54,1385,3,,,,,,0.987,0
10108,10:12:00,10:12:00,2670,4,,,,,,2.193,1
10108,10:13:07,10:13:07,2671,5,,,,,,2.579,0
10108,10:14:32,10:14:32,2672,6,,,,,,3.069,0
10108,10:15:24,10:15:24,2673,7,,,,,,3.372,0
10108,10:16:00,10:16:00,2674,8,Clockwise Loop to Main Gate,,,,,3.58,1
10108,10:16:45,10:16:45,2675,9,Clockwise Loop to Main Gate,,,,,3.956,0
10108,10:18:00,10:18:00,2676,10,Clockwise Loop to Main Gate,,,,,4.578,1
10108,10:19:03,10:19:03,2677,11,Clockwise Loop to Main Gate,,,,,5.2,0
10108,10:20:07,10:20:07,2678,12,Clockwise Loop to Main Gate,,,,,5.834,0
10108,10:21:07,10:21:07,2679,13,Clockwise Loop to Main Gate,,,,,6.423,0
10108,10:22:00,10:22:00,1341,14,DROP OFF ONLY,,,,,6.943,1
10109,11:30:00,11:30:00,2375,1,,,,,,0,1
10109,11:30:20,11:30:20,2374,2,,,,,,0.37,0
10109,11:30:54,11:30:54,1385,3,,,,,,0.987,0
10109,11:32:00,11:32:00,2670,4,,,,,,2.193,1
10109,11:33:07,11:33:07,2671,5,,,,,,2.579,0
10109,11:34:32,11:34:32,2672,6,,,,,,3.069,0
10109,11:35:24,11:35:24,2673,7,,,,,,3.372,0
10109,11:36:00,11:36:00,2674,8,,,,,,3.58,1
10109,11:36:45,11:36:45,2675,9,,,,,,3.956,0
10109,11:38:00,11:38:00,2676,10,,,,,,4.578,1
10109,11:39:01,11:39:01,2677,11,,,,,,5.2,0
10109,11:40:03,11:40:03,2678,12,,,,,,5.834,0
10109,11:41:01,11:41:01,2679,13,,,,,,6.423,0
10109,11:42:00,11:42:00,2375,14,,,,,,7.031,1
10110,11:50:00,11:50:00,2375,1,,,,,,0,1
10110,11:50:20,11:50:20,2374,2,,,,,,0.37,0
10110,11:50:54,11:50:54,1385,3,,,,,,0.987,0
10110,11:52:00,11:52:00,2670,4,,,,,,2.193,1
10110,11:53:07,11:53:07,2671,5,,,,,,2.579,0
10110,11:54:32,11:54:32,2672,6,,,,,,3.069,0
10110,11:55:24,11:55:24,2673,7,,,,,,3.372,0
10110,11:56:00,11:56:00,2674,8,,,,,,3.58,1
10110,11:56:45,11:56:45,2675,9,,,,,,3.956,0
10110,11:58:00,11:58:00,2676,10,,,,,,4.578,1
10110,11:59:01,11:59:01,2677,11,,,,,,5.2,0
10110,12:00:03,12:00:03,2678,12,,,,,,5.834,0
10110,12:01:01,12:01:01,2679,13,,,,,,6.423,0
10110,12:02:00,12:02:00,2375,14,,,,,,7.031,1
10111,12:10:00,12:10:00,2375,1,,,,,,0,1
10111,12:10:20,12:10:20,2374,2,,,,,,0.37,0
10111,12:10:54,12:10:54,1385,3,,,,,,0.987,0
